token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
por,ADP,-,-,ADP,-,-,ADP,-,-
vía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
oral,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
¿,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Qué,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
sucedió,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
durante,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
?,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
era,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
abierto,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Esto,PRON,Masc,Sing,PRON,-,Sing,PRON,-,Sing
significa,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
tanto,ADV,-,-,ADV,-,-,PRON,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
médicos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
conocían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
administrado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Sin,ADP,-,-,ADP,-,-,ADP,-,-
embargo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
promotor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
desconocía,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
asignación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
grupos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
fueron,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
asignados,VERB,Masc,Plur,VERB,Masc,Plur,VERB,Masc,Plur
aleatoriamente,ADV,-,-,ADV,-,-,ADV,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
uno,PRON,Masc,Sing,PRON,Masc,Sing,PRON,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
dos,NUM,-,-,NUM,-,Plur,NUM,-,Plur
grupos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
por,ADP,-,-,ADP,-,-,ADP,-,-
puro,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
azar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
lanzar,VERB,-,-,VERB,-,-,VERB,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
moneda,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
aire,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
recibir,VERB,-,-,VERB,-,-,VERB,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
siguientes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
tratamientos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Esto,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
recibe,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
nombre,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
asignación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
azar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Grupo,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
gepotidacina,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
administraron,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
3000,NUM,-,-,NOUN,-,-,NUM,-,-
miligramos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
mg,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,-,-
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
por,ADP,-,-,ADP,-,-,ADP,-,-
vía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
oral,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
día,NOUN,Masc,Sing,NOUN,-,-,NOUN,-,-
1,NUM,-,-,NUM,-,-,NUM,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
seguidos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
segunda,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
de,ADP,-,-,ADP,-,-,ADP,-,-
3000,NUM,-,-,NOUN,-,-,NUM,-,-
mg,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
10,NUM,-,-,NUM,-,-,NUM,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
12,NUM,-,-,NUM,-,-,NUM,-,-
horas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
después,ADV,-,-,ADV,-,-,ADV,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
primera,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Grupo,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
ceftriaxona,NOUN,Fem,Sing,NOUN,Fem,Sing,PROPN,-,-
más,ADV,-,-,ADV,-,-,ADV,-,-
azitromicina,NOUN,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
día,NOUN,Masc,Sing,NOUN,-,-,NOUN,-,-
1,NUM,-,-,NUM,-,-,NUM,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
administró,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
única,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
inyección,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
intramuscular,ADJ,-,Sing,ADJ,-,Sing,ADJ,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
500,NUM,-,-,NUM,-,-,NUM,-,-
mg,NOUN,Masc,Sing,PRON,-,Sing,NOUN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
ceftriaxona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
única,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
oral,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
1,NUM,-,-,NUM,-,-,NUM,-,-
gramo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
azitromicina,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
investigadores,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
compararon,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
efectos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
tanto,ADV,-,-,ADV,-,-,PRON,-,-
buenos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
como,SCONJ,-,-,SCONJ,-,-,ADP,-,-
malos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
gepotidacina,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
combinación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
estándar,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
antibióticos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
muestra,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
diseño,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
continuación,NOUN,Fem,Sing,NOUN,-,-,NOUN,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Esto,PRON,Masc,Sing,PRON,-,Sing,PRON,-,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
denomina,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
resultado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
microbiológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
comprobó,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
todas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
bacterias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
causantes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
gonorrea,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
habían,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
sido,AUX,-,-,AUX,Masc,Sing,AUX,Masc,Sing
eliminadas,VERB,Fem,Plur,VERB,Fem,Plur,VERB,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
órganos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
genitales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
visita,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
prueba,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
curación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
PDC,NOUN,-,-,PROPN,-,-,PROPN,-,-
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
realizó,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
seguimiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
hasta,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
días,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
14,NUM,-,-,NUM,-,-,NUM,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
21,NUM,-,-,NUM,-,-,NUM,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
¿,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Cuáles,PRON,-,Plur,PRON,-,Plur,PRON,-,Plur
fueron,VERB,-,Plur,AUX,-,Plur,AUX,-,Plur
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
principales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
resultados,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
?,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
investigadores,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
midieron,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
resultado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
microbiológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
406,NUM,-,-,NUM,-,-,NUM,-,-
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
tenían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
bacterias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
podían,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
eliminarse,VERB,-,-,VERB,-,-,VERB,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
ceftriaxona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
grupo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
gepotidacina,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
evaluó,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
202,NUM,-,-,NUM,-,-,NUM,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
314,NUM,-,-,NUM,-,-,NUM,-,-
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
asignados,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
azar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
grupo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
ceftriaxona,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
más,ADV,-,-,ADV,-,-,ADV,-,-
azitromicina,NOUN,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
evaluó,VERB,-,Plur,VERB,-,Plur,VERB,-,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
204,NUM,-,-,NUM,-,-,NUM,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
314,NUM,-,-,NUM,-,-,NUM,-,-
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
asignados,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
azar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
El,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
resultado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
microbiológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
consideró,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Éxito,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
cuando,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
todas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
bacterias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
causantes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
gonorrea,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
eliminaron,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
respectivas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
zonas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
corporales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
visita,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
PDC,NOUN,-,-,PROPN,-,-,PROPN,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Fracaso,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
cuando,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
participantes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
presentaban,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
bacteria,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
gonorrea,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
visita,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
PDC,NOUN,-,-,PROPN,-,-,PROPN,-,-
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
investigadores,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
no,ADV,-,-,ADV,-,-,ADV,-,-
podían,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
determinar,VERB,-,-,VERB,-,-,VERB,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
resultado,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
debido,ADJ,Masc,Sing,ADJ,-,-,ADJ,-,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
diversas,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
razones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
pérdida,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
muestras,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
no,ADV,-,-,ADV,-,-,ADV,-,-
presentación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
visita,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
PDC,NOUN,-,-,PROPN,-,-,PROPN,-,-
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
uso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
otros,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
antibióticos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
La,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
siguiente,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
figura,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
muestra,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
tasa,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
éxito,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
microbiológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
